fila_original,grupo,conjunto
8407,4120,Entrenamiento
8408,4121,Entrenamiento
8409,4122,Prueba
8410,4123,Entrenamiento
8411,4124,Entrenamiento
8412,4125,Prueba
8413,4126,Entrenamiento
8414,4127,Entrenamiento
8415,4128,Prueba
8416,4129,Entrenamiento
8417,4130,Entrenamiento
8418,4131,Entrenamiento
8419,4132,Entrenamiento
8420,4133,Entrenamiento
8421,4134,Entrenamiento
8422,4135,Entrenamiento
8423,4136,Entrenamiento
8424,4137,Entrenamiento
8425,4138,Entrenamiento
8426,2104,Prueba
8427,4139,Entrenamiento
8428,1375,Entrenamiento
8429,4140,Prueba
8430,4141,Entrenamiento
8431,4142,Entrenamiento
8432,4143,Entrenamiento
8433,4144,Entrenamiento
8434,1680,Entrenamiento
8435,4145,Validacion
8436,4146,Entrenamiento
8437,4147,Entrenamiento
8438,4148,Entrenamiento
8439,4149,Validacion
8440,4150,Entrenamiento
8441,4151,Entrenamiento
8442,4152,Entrenamiento
8443,4153,Entrenamiento
8444,400,Entrenamiento
8445,4144,Entrenamiento
8446,4154,Entrenamiento
8447,4155,Entrenamiento
8448,4156,Entrenamiento
8449,3064,Prueba
8450,4157,Prueba
8451,4158,Entrenamiento
8452,4159,Entrenamiento
8453,4160,Entrenamiento
8454,4161,Validacion
8455,4162,Validacion
8456,4163,Entrenamiento
8457,4164,Entrenamiento
8458,4165,Entrenamiento
8459,4166,Entrenamiento
8460,4167,Entrenamiento
8461,4168,Entrenamiento
8462,4169,Validacion
8463,4170,Entrenamiento
8464,4171,Entrenamiento
8465,4172,Validacion
8466,4173,Entrenamiento
8467,4174,Prueba
8468,696,Validacion
8469,4175,Entrenamiento
8470,4176,Prueba
8471,2143,Entrenamiento
8472,4177,Entrenamiento
8473,4178,Entrenamiento
8474,4179,Entrenamiento
8475,4180,Entrenamiento
8476,4181,Prueba
8477,4182,Entrenamiento
8478,4183,Validacion
8479,4184,Prueba
8480,4185,Entrenamiento
8481,4186,Entrenamiento
8482,4187,Entrenamiento
8483,4188,Entrenamiento
8484,4189,Validacion
8485,4190,Entrenamiento
8486,1703,Validacion
8487,4191,Entrenamiento
8488,4192,Entrenamiento
8489,4193,Entrenamiento
8490,4194,Prueba
8491,4195,Validacion
8492,351,Prueba
8493,4196,Entrenamiento
8494,4197,Entrenamiento
8495,4198,Entrenamiento
8496,4199,Entrenamiento
8497,4200,Entrenamiento
8498,4201,Prueba
8499,4202,Entrenamiento
8500,4203,Entrenamiento
8501,4204,Validacion
8502,4205,Prueba
8503,3989,Entrenamiento
8504,572,Entrenamiento
8505,4206,Entrenamiento
8506,4207,Entrenamiento
8507,4208,Entrenamiento
8508,4209,Entrenamiento
8509,4071,Entrenamiento
8510,4210,Entrenamiento
8511,4211,Validacion
8512,3696,Entrenamiento
8513,4212,Entrenamiento
8514,4213,Validacion
8515,4214,Entrenamiento
8516,4215,Prueba
8517,4216,Entrenamiento
8518,4217,Entrenamiento
8519,4101,Validacion
8520,1293,Validacion
8521,4218,Entrenamiento
8522,4219,Prueba
8523,4220,Entrenamiento
8524,572,Entrenamiento
8525,2188,Entrenamiento
8526,4221,Entrenamiento
8527,4222,Validacion
8528,4223,Entrenamiento
8529,4224,Prueba
8530,580,Entrenamiento
8531,4225,Entrenamiento
8532,4226,Entrenamiento
8533,4227,Entrenamiento
8534,4228,Prueba
8535,4229,Validacion
8536,4230,Entrenamiento
8537,2200,Entrenamiento
8538,4231,Entrenamiento
8539,4232,Entrenamiento
8540,4233,Entrenamiento
8541,4234,Entrenamiento
8542,4061,Entrenamiento
8543,4235,Validacion
8544,4236,Entrenamiento
8545,4237,Entrenamiento
8546,4238,Prueba
8547,4239,Entrenamiento
8548,4240,Entrenamiento
8549,4241,Entrenamiento
8550,4242,Entrenamiento
8551,4243,Entrenamiento
8552,4244,Validacion
8553,4245,Validacion
8554,4246,Entrenamiento
8555,4247,Entrenamiento
8556,4248,Entrenamiento
8557,4249,Entrenamiento
8558,4250,Entrenamiento
8559,4251,Entrenamiento
8560,4252,Prueba
8561,4253,Entrenamiento
8562,4254,Prueba
8563,4255,Entrenamiento
8564,4256,Entrenamiento
8565,4257,Prueba
8566,4258,Entrenamiento
8567,4259,Validacion
8568,1104,Entrenamiento
8569,4260,Entrenamiento
8570,4261,Entrenamiento
8571,4262,Entrenamiento
8572,4263,Entrenamiento
8573,4264,Entrenamiento
8574,4265,Entrenamiento
8575,4266,Entrenamiento
8576,4267,Validacion
8577,4268,Entrenamiento
8578,4269,Validacion
8579,4270,Entrenamiento
8580,2242,Entrenamiento
8581,4271,Entrenamiento
8582,4272,Entrenamiento
8583,4273,Validacion
8584,4274,Entrenamiento
8585,4060,Prueba
8586,4275,Validacion
8587,4276,Entrenamiento
8588,4277,Entrenamiento
8589,400,Entrenamiento
8590,4278,Entrenamiento
8591,2251,Validacion
8592,4279,Entrenamiento
8593,4280,Entrenamiento
8594,4281,Entrenamiento
8595,4282,Entrenamiento
8596,4283,Entrenamiento
8597,4284,Entrenamiento
8598,2258,Entrenamiento
8599,4285,Entrenamiento
8600,4286,Entrenamiento
8601,4287,Prueba
8602,2262,Entrenamiento
8603,4288,Entrenamiento
8604,4289,Entrenamiento
8605,4290,Entrenamiento
8606,4291,Entrenamiento
8607,4292,Entrenamiento
8608,4293,Prueba
8609,4294,Prueba
8610,4295,Entrenamiento
8611,4296,Entrenamiento
8612,4297,Entrenamiento
8613,4298,Entrenamiento
8614,4299,Entrenamiento
8615,4300,Entrenamiento
8616,4301,Entrenamiento
8617,4093,Entrenamiento
8618,4302,Validacion
8619,4303,Entrenamiento
8620,583,Entrenamiento
8621,4304,Entrenamiento
8622,4305,Entrenamiento
8623,4306,Entrenamiento
8624,4307,Validacion
8625,4308,Validacion
8626,4309,Validacion
8627,4225,Entrenamiento
8628,4229,Validacion
8629,4310,Entrenamiento
8630,4311,Entrenamiento
8631,4312,Entrenamiento
8632,4313,Entrenamiento
8633,4314,Entrenamiento
8634,4315,Entrenamiento
8635,4316,Prueba
8636,4317,Validacion
8637,4318,Entrenamiento
8638,400,Entrenamiento
8639,4319,Prueba
8640,4320,Entrenamiento
8641,4321,Entrenamiento
8642,4322,Entrenamiento
8643,4323,Prueba
8644,4324,Entrenamiento
8645,4325,Entrenamiento
8646,4326,Entrenamiento
8647,2104,Prueba
8648,675,Entrenamiento
8649,4327,Entrenamiento
8650,4328,Prueba
8651,4329,Entrenamiento
8652,4330,Entrenamiento
8653,4331,Validacion
8654,4332,Entrenamiento
8655,4333,Entrenamiento
8656,4334,Prueba
8657,4335,Entrenamiento
8658,364,Entrenamiento
8659,4336,Validacion
8660,4126,Entrenamiento
8661,4337,Validacion
8662,4338,Validacion
8663,4339,Entrenamiento
8664,4340,Prueba
8665,4341,Entrenamiento
8666,4342,Entrenamiento
8667,1894,Prueba
8668,4343,Validacion
8669,4344,Entrenamiento
8670,4345,Entrenamiento
8671,4346,Entrenamiento
8672,4347,Validacion
8673,4244,Validacion
8674,3948,Validacion
8675,4348,Entrenamiento
8676,4053,Entrenamiento
8677,4349,Entrenamiento
8678,4350,Validacion
8679,4351,Entrenamiento
8680,4352,Entrenamiento
8681,4353,Entrenamiento
8682,4354,Entrenamiento
8683,4355,Entrenamiento
8684,4356,Entrenamiento
8685,4357,Entrenamiento
8686,4358,Entrenamiento
8687,1058,Entrenamiento
8688,4359,Entrenamiento
8689,4360,Entrenamiento
8690,4361,Entrenamiento
8691,4362,Entrenamiento
8692,4363,Entrenamiento
8693,4364,Entrenamiento
8694,4365,Entrenamiento
8695,4366,Entrenamiento
8696,4367,Validacion
8697,4368,Entrenamiento
8698,4369,Entrenamiento
8699,4370,Prueba
8700,4371,Entrenamiento
8701,4372,Entrenamiento
8702,4373,Validacion
8703,4330,Entrenamiento
8704,4374,Validacion
8705,4375,Prueba
8706,4376,Prueba
8707,4377,Prueba
8708,4378,Entrenamiento
8709,4379,Prueba
8710,4218,Entrenamiento
8711,4380,Entrenamiento
8712,4381,Prueba
8713,4382,Entrenamiento
8714,4321,Entrenamiento
8715,4383,Validacion
8716,287,Prueba
8717,4384,Entrenamiento
8718,4385,Entrenamiento
8719,4386,Entrenamiento
8720,4387,Validacion
8721,4207,Entrenamiento
8722,4388,Entrenamiento
8723,4389,Entrenamiento
8724,4390,Entrenamiento
8725,530,Prueba
8726,4391,Entrenamiento
8727,4392,Entrenamiento
8728,4393,Validacion
8729,4394,Entrenamiento
8730,649,Entrenamiento
8731,4395,Entrenamiento
8732,1477,Prueba
8733,4396,Validacion
8734,4397,Entrenamiento
8735,4398,Prueba
8736,4399,Validacion
8737,4400,Prueba
8738,4401,Prueba
8739,4402,Entrenamiento
8740,4403,Prueba
8741,4404,Prueba
8742,4405,Entrenamiento
8743,4406,Prueba
8744,4407,Entrenamiento
8745,4408,Entrenamiento
8746,4409,Entrenamiento
8747,4410,Entrenamiento
8748,4411,Validacion
8749,4412,Entrenamiento
8750,4413,Entrenamiento
8751,4414,Prueba
8752,4415,Entrenamiento
8753,4416,Validacion
8754,4417,Prueba
8755,4418,Validacion
8756,4419,Prueba
8757,4420,Entrenamiento
8758,4421,Entrenamiento
8759,4422,Entrenamiento
8760,4053,Entrenamiento
8761,4423,Entrenamiento
8762,4424,Entrenamiento
8763,4425,Entrenamiento
8764,4426,Entrenamiento
8765,4427,Entrenamiento
8766,4310,Entrenamiento
8767,4428,Validacion
8768,4429,Entrenamiento
8769,4430,Entrenamiento
8770,4431,Validacion
8771,4432,Entrenamiento
8772,4433,Entrenamiento
8773,4434,Prueba
8774,4435,Entrenamiento
8775,4436,Entrenamiento
8776,4437,Prueba
8777,4438,Entrenamiento
8778,4439,Entrenamiento
8779,4440,Validacion
8780,4441,Entrenamiento
8781,4442,Entrenamiento
8782,4443,Entrenamiento
8783,4444,Entrenamiento
8784,137,Entrenamiento
8785,4445,Prueba
8786,4446,Prueba
8787,4447,Validacion
8788,4448,Entrenamiento
8789,4449,Entrenamiento
8790,4450,Prueba
8791,4254,Prueba
8792,4451,Entrenamiento
8793,4452,Entrenamiento
8794,4453,Entrenamiento
8795,4454,Entrenamiento
8796,4455,Entrenamiento
8797,4456,Validacion
8798,2457,Prueba
8799,4457,Entrenamiento
8800,4108,Entrenamiento
8801,4458,Entrenamiento
8802,4459,Entrenamiento
8803,4460,Entrenamiento
8804,4461,Entrenamiento
8805,4462,Entrenamiento
8806,4463,Entrenamiento
8807,4464,Entrenamiento
8808,4465,Entrenamiento
8809,4466,Prueba
8810,1458,Entrenamiento
8811,4467,Entrenamiento
8812,4468,Entrenamiento
8813,4469,Entrenamiento
8814,4470,Entrenamiento
8815,4471,Prueba
8816,4472,Prueba
8817,4473,Entrenamiento
8818,4474,Entrenamiento
8819,4475,Prueba
8820,4476,Entrenamiento
8821,4477,Entrenamiento
8822,4478,Validacion
8823,4479,Entrenamiento
8824,580,Entrenamiento
8825,4414,Prueba
8826,4480,Entrenamiento
8827,4481,Entrenamiento
8828,4482,Entrenamiento
8829,4483,Entrenamiento
8830,4484,Entrenamiento
8831,4485,Entrenamiento
8832,4486,Validacion
8833,4487,Entrenamiento
8834,583,Entrenamiento
8835,4488,Entrenamiento
8836,4489,Validacion
8837,4490,Entrenamiento
8838,4491,Entrenamiento
8839,4492,Entrenamiento
8840,4391,Entrenamiento
8841,4493,Entrenamiento
8842,4494,Prueba
8843,4237,Entrenamiento
8844,4495,Entrenamiento
8845,4496,Entrenamiento
8846,4497,Prueba
8847,4498,Prueba
8848,4499,Entrenamiento
8849,4500,Validacion
8850,4408,Entrenamiento
8851,4397,Entrenamiento
8852,4501,Entrenamiento
8853,4502,Entrenamiento
8854,4503,Entrenamiento
8855,4504,Entrenamiento
8856,4505,Entrenamiento
8857,4506,Entrenamiento
8858,4092,Entrenamiento
8859,2509,Entrenamiento
8860,4507,Prueba
8861,4508,Prueba
8862,4509,Validacion
8863,4510,Validacion
8864,4511,Prueba
8865,4512,Entrenamiento
8866,4513,Entrenamiento
8867,4514,Entrenamiento
8868,4515,Entrenamiento
8869,4516,Validacion
8870,4517,Entrenamiento
8871,4518,Entrenamiento
8872,4519,Entrenamiento
8873,4520,Entrenamiento
8874,4521,Prueba
8875,4522,Prueba
8876,4499,Entrenamiento
8877,4523,Entrenamiento
8878,4524,Entrenamiento
8879,4525,Validacion
8880,4526,Prueba
8881,4527,Validacion
8882,4528,Entrenamiento
8883,4529,Prueba
8884,4104,Prueba
8885,4129,Entrenamiento
8886,4530,Entrenamiento
8887,4531,Validacion
8888,4532,Prueba
8889,4533,Entrenamiento
8890,4534,Prueba
8891,4535,Entrenamiento
8892,4536,Prueba
8893,4537,Validacion
8894,4415,Entrenamiento
8895,4092,Entrenamiento
8896,4538,Validacion
8897,4539,Entrenamiento
8898,4540,Entrenamiento
8899,4487,Entrenamiento
8900,4541,Entrenamiento
8901,4542,Entrenamiento
8902,2431,Entrenamiento
8903,3991,Entrenamiento
8904,4543,Prueba
8905,4544,Entrenamiento
8906,4545,Entrenamiento
8907,4546,Validacion
8908,4547,Entrenamiento
8909,4548,Entrenamiento
8910,4549,Entrenamiento
8911,4514,Entrenamiento
8912,4550,Entrenamiento
8913,4551,Entrenamiento
8914,4552,Entrenamiento
8915,4553,Entrenamiento
8916,4554,Entrenamiento
8917,4555,Entrenamiento
8918,4556,Entrenamiento
8919,4557,Validacion
8920,4108,Entrenamiento
8921,4558,Prueba
8922,4559,Entrenamiento
8923,4560,Validacion
8924,4561,Validacion
8925,981,Entrenamiento
8926,4562,Prueba
8927,4563,Validacion
8928,4564,Entrenamiento
8929,4565,Entrenamiento
8930,4566,Entrenamiento
8931,629,Entrenamiento
8932,4567,Validacion
8933,4568,Entrenamiento
8934,4569,Entrenamiento
8935,4570,Entrenamiento
8936,2611,Prueba
8937,4571,Entrenamiento
8938,4572,Validacion
8939,4573,Entrenamiento
8940,4574,Entrenamiento
8941,4575,Validacion
8942,4576,Entrenamiento
8943,4577,Entrenamiento
8944,4578,Prueba
8945,4516,Validacion
8946,4579,Entrenamiento
8947,4580,Entrenamiento
8948,4581,Entrenamiento
8949,4582,Entrenamiento
8950,4583,Entrenamiento
8951,4584,Entrenamiento
8952,4585,Validacion
8953,4586,Prueba
8954,4587,Entrenamiento
8955,4588,Prueba
8956,4589,Entrenamiento
8957,4590,Entrenamiento
8958,4591,Prueba
8959,4592,Entrenamiento
8960,4593,Entrenamiento
8961,4594,Validacion
8962,4595,Entrenamiento
8963,4596,Entrenamiento
8964,4597,Entrenamiento
8965,408,Validacion
8966,4598,Entrenamiento
8967,735,Entrenamiento
8968,4599,Prueba
8969,4600,Entrenamiento
8970,4601,Prueba
8971,4602,Entrenamiento
8972,4603,Entrenamiento
8973,4604,Prueba
8974,4430,Entrenamiento
8975,4605,Entrenamiento
8976,4606,Entrenamiento
8977,4607,Entrenamiento
8978,4608,Entrenamiento
8979,3988,Entrenamiento
8980,752,Entrenamiento
8981,4609,Entrenamiento
8982,4610,Validacion
8983,4611,Entrenamiento
8984,4612,Entrenamiento
8985,4377,Prueba
8986,4564,Entrenamiento
8987,4613,Entrenamiento
8988,4614,Prueba
8989,4615,Entrenamiento
8990,4616,Entrenamiento
8991,4617,Entrenamiento
8992,4618,Entrenamiento
8993,4619,Prueba
8994,4620,Entrenamiento
8995,4621,Entrenamiento
8996,4622,Prueba
8997,4623,Prueba
8998,4624,Entrenamiento
8999,4625,Entrenamiento
9000,4626,Validacion
9001,4627,Entrenamiento
9002,4628,Entrenamiento
9003,4629,Entrenamiento
9004,4630,Validacion
9005,4377,Prueba
9006,4631,Prueba
9007,4632,Entrenamiento
9008,4633,Validacion
9009,4634,Entrenamiento
9010,4364,Entrenamiento
9011,4635,Validacion
9012,4636,Entrenamiento
9013,4637,Entrenamiento
9014,4638,Entrenamiento
9015,4639,Entrenamiento
9016,4640,Prueba
9017,4641,Entrenamiento
9018,4175,Entrenamiento
9019,4642,Entrenamiento
9020,4643,Prueba
9021,4644,Entrenamiento
9022,4645,Prueba
9023,4646,Entrenamiento
9024,4647,Entrenamiento
9025,4648,Validacion
9026,4649,Entrenamiento
9027,4650,Validacion
9028,4651,Entrenamiento
9029,167,Validacion
9030,4652,Entrenamiento
9031,4617,Entrenamiento
9032,4653,Entrenamiento
9033,4654,Entrenamiento
9034,4655,Validacion
9035,380,Validacion
9036,4656,Entrenamiento
9037,4657,Entrenamiento
9038,4658,Entrenamiento
9039,4659,Entrenamiento
9040,4660,Entrenamiento
9041,1008,Entrenamiento
9042,4661,Entrenamiento
9043,214,Prueba
9044,4662,Entrenamiento
9045,4663,Entrenamiento
9046,4285,Entrenamiento
9047,229,Validacion
9048,4664,Validacion
9049,572,Entrenamiento
9050,4665,Entrenamiento
9051,4388,Entrenamiento
9052,4666,Prueba
9053,4667,Entrenamiento
9054,4343,Validacion
9055,4387,Validacion
9056,4668,Entrenamiento
9057,4645,Prueba
9058,4669,Entrenamiento
9059,4670,Entrenamiento
9060,572,Entrenamiento
9061,4671,Entrenamiento
9062,4672,Entrenamiento
9063,4673,Entrenamiento
9064,23,Prueba
9065,330,Entrenamiento
9066,4674,Entrenamiento
9067,4675,Entrenamiento
9068,4676,Entrenamiento
9069,4309,Validacion
9070,4633,Validacion
9071,4677,Entrenamiento
9072,4678,Validacion
9073,4679,Prueba
9074,4617,Entrenamiento
9075,4680,Prueba
9076,4062,Entrenamiento
9077,4465,Entrenamiento
9078,4681,Entrenamiento
9079,2072,Prueba
9080,4682,Entrenamiento
9081,4683,Entrenamiento
9082,312,Entrenamiento
9083,4684,Prueba
9084,4685,Prueba
9085,4505,Entrenamiento
9086,4686,Entrenamiento
9087,4687,Entrenamiento
9088,4688,Entrenamiento
9089,4689,Prueba
9090,4690,Entrenamiento
9091,99,Validacion
9092,4691,Prueba
9093,4692,Entrenamiento
9094,4693,Entrenamiento
9095,4694,Entrenamiento
9096,4695,Entrenamiento
9097,4696,Entrenamiento
9098,4312,Entrenamiento
9099,4697,Entrenamiento
9100,4698,Entrenamiento
9101,4699,Entrenamiento
9102,4700,Entrenamiento
9103,4701,Prueba
9104,4702,Validacion
9105,4703,Entrenamiento
9106,2719,Entrenamiento
9107,4704,Validacion
9108,4705,Validacion
9109,4706,Entrenamiento
9110,4707,Entrenamiento
9111,398,Entrenamiento
9112,4324,Entrenamiento
9113,4708,Entrenamiento
9114,4709,Entrenamiento
9115,4710,Entrenamiento
9116,4711,Entrenamiento
9117,4712,Entrenamiento
9118,4713,Entrenamiento
9119,4714,Entrenamiento
9120,4715,Entrenamiento
9121,4380,Entrenamiento
9122,4716,Validacion
9123,4717,Entrenamiento
9124,4718,Entrenamiento
9125,2918,Entrenamiento
9126,4719,Entrenamiento
9127,4720,Entrenamiento
9128,4721,Entrenamiento
9129,4722,Entrenamiento
9130,2740,Entrenamiento
9131,4723,Entrenamiento
9132,4724,Validacion
9133,4656,Entrenamiento
9134,4725,Entrenamiento
9135,4516,Validacion
9136,4726,Entrenamiento
9137,4727,Validacion
9138,4728,Validacion
9139,4729,Entrenamiento
9140,4730,Entrenamiento
9141,4611,Entrenamiento
9142,4731,Entrenamiento
9143,4732,Entrenamiento
9144,4733,Entrenamiento
9145,4734,Entrenamiento
9146,4735,Entrenamiento
9147,4736,Entrenamiento
9148,4737,Entrenamiento
9149,4738,Validacion
9150,4739,Prueba
9151,4740,Entrenamiento
9152,4741,Entrenamiento
9153,4742,Prueba
9154,4743,Validacion
9155,4744,Entrenamiento
9156,4745,Entrenamiento
9157,4746,Validacion
9158,4747,Entrenamiento
9159,4748,Entrenamiento
9160,1252,Entrenamiento
9161,4749,Entrenamiento
9162,4750,Prueba
9163,4751,Prueba
9164,4752,Entrenamiento
9165,4753,Entrenamiento
9166,4754,Entrenamiento
9167,4371,Entrenamiento
9168,88,Prueba
9169,4755,Prueba
9170,4756,Entrenamiento
9171,4757,Prueba
9172,4758,Entrenamiento
9173,4759,Entrenamiento
9174,4760,Entrenamiento
9175,4761,Prueba
9176,4762,Entrenamiento
9177,4763,Entrenamiento
9178,4764,Validacion
9179,4765,Entrenamiento
9180,4766,Entrenamiento
9181,4767,Validacion
9182,4422,Entrenamiento
9183,4768,Prueba
9184,4769,Validacion
9185,4770,Entrenamiento
9186,4771,Entrenamiento
9187,4772,Entrenamiento
9188,4189,Validacion
9189,4773,Entrenamiento
9190,4774,Prueba
9191,4775,Entrenamiento
9192,4776,Validacion
9193,4777,Entrenamiento
9194,4778,Entrenamiento
9195,4053,Entrenamiento
9196,4779,Entrenamiento
9197,4780,Entrenamiento
9198,4781,Prueba
9199,4782,Entrenamiento
9200,4783,Prueba
9201,4784,Entrenamiento
9202,4785,Entrenamiento
9203,4786,Entrenamiento
9204,4787,Prueba
9205,235,Entrenamiento
9206,4788,Validacion
9207,4789,Prueba
9208,4790,Prueba
9209,4148,Entrenamiento
9210,4312,Entrenamiento
9211,596,Validacion
9212,4791,Validacion
9213,4792,Entrenamiento
9214,4793,Entrenamiento
9215,4794,Entrenamiento
9216,4180,Entrenamiento
9217,4795,Validacion
9218,4707,Entrenamiento
9219,4796,Validacion
9220,4781,Prueba
9221,4797,Entrenamiento
9222,4798,Entrenamiento
9223,4799,Entrenamiento
9224,4800,Entrenamiento
9225,4801,Entrenamiento
9226,4802,Validacion
9227,4803,Entrenamiento
9228,4804,Entrenamiento
9229,4805,Validacion
9230,4806,Prueba
9231,4807,Entrenamiento
9232,4108,Entrenamiento
9233,4808,Entrenamiento
9234,4688,Entrenamiento
9235,4809,Entrenamiento
9236,4810,Entrenamiento
9237,4811,Entrenamiento
9238,4812,Entrenamiento
9239,4813,Entrenamiento
9240,4814,Entrenamiento
9241,4815,Prueba
9242,4816,Entrenamiento
9243,4817,Prueba
9244,4455,Entrenamiento
9245,4818,Validacion
9246,4819,Validacion
9247,3940,Entrenamiento
9248,4820,Entrenamiento
9249,4259,Validacion
9250,4821,Entrenamiento
9251,4822,Validacion
9252,4823,Entrenamiento
9253,4824,Entrenamiento
9254,4371,Entrenamiento
9255,4825,Prueba
9256,4826,Validacion
9257,4827,Entrenamiento
9258,4629,Entrenamiento
9259,4828,Entrenamiento
9260,4829,Entrenamiento
9261,4830,Entrenamiento
9262,4424,Entrenamiento
9263,366,Prueba
9264,720,Prueba
9265,4831,Prueba
9266,4065,Entrenamiento
9267,4832,Entrenamiento
9268,4833,Validacion
9269,4834,Prueba
9270,4835,Entrenamiento
9271,4446,Prueba
9272,4836,Validacion
9273,4837,Validacion
9274,4745,Entrenamiento
9275,4838,Entrenamiento
9276,4354,Entrenamiento
9277,4839,Entrenamiento
9278,4840,Entrenamiento
9279,4545,Entrenamiento
9280,4299,Entrenamiento
9281,4841,Entrenamiento
9282,4842,Validacion
9283,4843,Entrenamiento
9284,4844,Entrenamiento
9285,4845,Entrenamiento
9286,4846,Entrenamiento
9287,4847,Prueba
9288,4848,Entrenamiento
9289,2862,Prueba
9290,4437,Prueba
9291,2863,Entrenamiento
9292,4849,Entrenamiento
9293,4175,Entrenamiento
9294,4850,Prueba
9295,4851,Entrenamiento
9296,283,Validacion
9297,4486,Validacion
9298,2868,Validacion
9299,4089,Entrenamiento
9300,4852,Entrenamiento
9301,4853,Prueba
9302,4089,Entrenamiento
9303,4854,Entrenamiento
9304,4124,Entrenamiento
9305,4855,Validacion
9306,4856,Prueba
9307,4857,Entrenamiento
9308,4036,Entrenamiento
9309,4858,Entrenamiento
9310,4859,Entrenamiento
9311,4860,Entrenamiento
9312,380,Validacion
9313,4861,Entrenamiento
9314,2918,Entrenamiento
9315,4862,Entrenamiento
9316,4863,Entrenamiento
9317,4864,Entrenamiento
9318,4497,Prueba
9319,4865,Prueba
9320,4866,Validacion
9321,1458,Entrenamiento
9322,4867,Entrenamiento
9323,4868,Entrenamiento
9324,4869,Entrenamiento
9325,4870,Validacion
9326,4871,Entrenamiento
9327,4872,Entrenamiento
9328,4447,Validacion
9329,283,Validacion
9330,4873,Entrenamiento
9331,4874,Entrenamiento
9332,4875,Entrenamiento
9333,4876,Validacion
9334,2188,Entrenamiento
9335,4877,Entrenamiento
9336,4878,Validacion
9337,4879,Entrenamiento
9338,4880,Entrenamiento
9339,4881,Entrenamiento
9340,4882,Entrenamiento
9341,4883,Prueba
9342,4884,Entrenamiento
9343,4885,Entrenamiento
9344,4886,Entrenamiento
9345,4887,Entrenamiento
9346,4888,Validacion
9347,4889,Entrenamiento
9348,4890,Entrenamiento
9349,4891,Entrenamiento
9350,4298,Entrenamiento
9351,4892,Entrenamiento
9352,4893,Entrenamiento
9353,4894,Validacion
9354,4895,Entrenamiento
9355,4896,Entrenamiento
9356,4829,Entrenamiento
9357,4897,Prueba
9358,4898,Entrenamiento
9359,4790,Prueba
9360,4899,Entrenamiento
9361,4900,Prueba
9362,4440,Validacion
9363,4901,Entrenamiento
9364,4371,Entrenamiento
9365,4414,Prueba
9366,4902,Entrenamiento
9367,4903,Validacion
9368,4904,Validacion
9369,4905,Validacion
9370,4906,Entrenamiento
9371,4907,Prueba
9372,4908,Entrenamiento
9373,4909,Prueba
9374,4910,Entrenamiento
9375,4911,Entrenamiento
9376,4912,Entrenamiento
9377,2925,Validacion
9378,4913,Prueba
9379,4736,Entrenamiento
9380,4813,Entrenamiento
9381,4914,Entrenamiento
9382,4915,Prueba
9383,4916,Entrenamiento
9384,4917,Entrenamiento
9385,4829,Entrenamiento
9386,4465,Entrenamiento
9387,4465,Entrenamiento
9388,4918,Entrenamiento
9389,4919,Entrenamiento
9390,4920,Entrenamiento
9391,4921,Validacion
9392,4922,Entrenamiento
9393,4923,Entrenamiento
9394,4924,Entrenamiento
9395,4925,Validacion
9396,4926,Entrenamiento
9397,4927,Entrenamiento
9398,4928,Prueba
9399,4929,Entrenamiento
9400,4930,Prueba
9401,4931,Entrenamiento
9402,4932,Validacion
9403,1102,Entrenamiento
9404,4933,Entrenamiento
9405,4934,Validacion
9406,530,Prueba
9407,4602,Entrenamiento
9408,4935,Validacion
9409,4936,Validacion
9410,4937,Entrenamiento
9411,4113,Entrenamiento
9412,4938,Entrenamiento
9413,4939,Entrenamiento
9414,591,Entrenamiento
9415,4940,Entrenamiento
9416,4703,Entrenamiento
9417,306,Entrenamiento
9418,4941,Entrenamiento
9419,4354,Entrenamiento
9420,4942,Entrenamiento
9421,4943,Entrenamiento
9422,4650,Validacion
9423,2719,Entrenamiento
9424,4944,Validacion
9425,4945,Validacion
9426,4534,Prueba
9427,2242,Entrenamiento
9428,4946,Entrenamiento
9429,4947,Entrenamiento
9430,4948,Entrenamiento
9431,4949,Entrenamiento
9432,4950,Entrenamiento
9433,4108,Entrenamiento
9434,4951,Entrenamiento
9435,4952,Entrenamiento
9436,4371,Entrenamiento
9437,4707,Entrenamiento
9438,4953,Prueba
9439,716,Entrenamiento
9440,4954,Validacion
9441,4955,Entrenamiento
9442,4956,Validacion
9443,4957,Entrenamiento
9444,4252,Prueba
9445,330,Entrenamiento
9446,4958,Entrenamiento
9447,4959,Entrenamiento
9448,4960,Entrenamiento
9449,4961,Entrenamiento
9450,4962,Entrenamiento
9451,4963,Entrenamiento
9452,4964,Entrenamiento
9453,4965,Prueba
9454,716,Entrenamiento
9455,4966,Entrenamiento
9456,4967,Entrenamiento
9457,4968,Entrenamiento
9458,366,Prueba
9459,4969,Prueba
9460,4970,Validacion
9461,4971,Entrenamiento
9462,4972,Entrenamiento
9463,4973,Entrenamiento
9464,4974,Entrenamiento
9465,4975,Prueba
9466,4516,Validacion
9467,4976,Entrenamiento
9468,4977,Validacion
9469,4978,Entrenamiento
9470,4979,Validacion
9471,4980,Entrenamiento
9472,4674,Entrenamiento
9473,4981,Validacion
9474,4509,Validacion
9475,4982,Entrenamiento
9476,4983,Validacion
9477,4743,Validacion
9478,4984,Entrenamiento
9479,4600,Entrenamiento
